tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
Bán nhà gần Đại Học Giao Thông Vận Tải Quận 12 đang cho thuê có dòng tiền ổn định,"5,6 tỷ","998/200, Đường Tân Chánh Hiệp 18, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh","116,6 m²",N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"Bán nhà riêng tại Lam Sơn, 8 tỷ VND, 67.4 m2, 2PN + 2WC + 2 tầng, chính chủ, giá ưu đãi",8 tỷ,"Đường Lam Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh","67,4 m²",2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"Giá tốt hiếm có tại Tô Hiến Thành, Q. 10, 55,9m2 chính chủ giá 2 tỷ 790","2,79 tỷ","Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh","55,9 m²",3 phòng,3 phòng,N/A,Sổ đỏ/ Sổ hồng,22/03/2026
"Bán gấp nhà, 4 tầng, đường Lê Đình Cẩn, gần Tên Lửa, Bình Tân, hẻm xe hơi thông 4x14 giá chỉ hơn 5","5,7 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",56 m²,N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Siêu phẩm nhà đẹp đường Lê Lai, P3, Gò Vấp - 52m2, xây 4 tầng, giá 3tỷ350. Hẻm 5m, sổ hồng riêng","2,35 tỷ","Đường Lê Lai, Phường 3, Quận Gò Vấp, Hồ Chí Minh",52 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Siêu phẩm duy nhất hẻm Nguyễn Đình Chiểu - P Đa Kao - Q1 - đoạn 2 chiều - 3 tầng, giá 6 tỷ TL","6,5 tỷ","Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh","31,8 m²",3 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng.,25/03/2026
"Chỉ 5.18 tỷ, 42m2 x 3 tầng, 5 phòng ngủ, 2WC, Bà Hạt, Quận 10, nhà mới đẹp ở ngay, sổ hồng riêng","5,18 tỷ","Đường Bà Hạt, Phường 9, Quận 10, Hồ Chí Minh",42 m²,5 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng.,23/03/2026
Nhỉnh 7 ty QUẬN 11 - KHÔNG LỘ GIỚI - SO HOT - LÔ GÓC 3 MẶT THOÁNG - KHU VIP BÌNH THỚI - HẺM XE Hơi,"7,4 tỷ","Đường Ông Ích Khiêm, Phường 5, Quận 11, Hồ Chí Minh",48 m²,3 phòng,N/A,2 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
Bán nhà 5 tầng hẻm xe hơi tránh đường Nguyễn Văn Luông phường Phú Lâm,"8,2 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",55 m²,5 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"Nhà 4 Tầng 4x21m Sổ Vuông Vức, Hẻm Xe Hơi 7 Chỗ, Hẻm Thông, Quang Trung phường 8 Gò Vấp","8,8 tỷ","Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",82 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán tòa nhà CHDV ngay ngã tư Gò Mây Bình Tân full 66P dòng tiền 250tr/tháng giá 33,8 tỷ chính chủ","33,8 tỷ","Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",320 m²,66 phòng,66 phòng,5 tầng,Sổ đỏ/ Sổ hồng,31/03/2026
"Nhà siêu phẩm khu vực giá 2,85 tỷ, 52.2 m2, 4PN, 4WC tại Nguyễn Đình Chiểu, p 4, Q.Phú Nhuận, HCM","2,85 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, Hồ Chí Minh","52,2 m²",4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Hẻm xe hơi thông, nhà Lò Gốm, Q6, 66m2, ngang 5.5m, sổ nở hậu tài lộc, nhỉnh 6 tỷ","6,15 tỷ","Đường Lò Gốm, Phường 6, Quận 6, Hồ Chí Minh",66 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,27/03/2026
Bán Nhà đẹp - Bùi Thị Xuân - Q1- 3 tầng- 25m2 - HĐ thuê 20tr/tháng - Sổ riêng Chỉ 7.7 tỷ,"7,7 tỷ","Đường Bùi Thị Xuân, Phường Tân Định, Quận 1, Hồ Chí Minh",25 m²,2 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Q8 Bùi Minh trực bông sao 44m2.nhinh 7,6 tỷ nhà kien cố thoáng mát.thuan tiện các quận lân cận.","7,6 tỷ","Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",44 m²,N/A,N/A,N/A,N/A,28/03/2026
"Bán nhà phố đường Phú Định Q8 hẻm xe hơi, sổ hồng riêng, nhà mới 100%, thiết kế đẹp, an ninh cao","6,5 tỷ","Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",55 m²,4 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
Chính chủ cần bán nhà hẻm 4m ngay Tân Hương Tân Quý - 4x16m - 1 trệt 1 lầu - Tân Phú gần Nguyễn Suý,"6,8 tỷ","Đường Nguyễn Quang Diêu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",70 m²,3 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"Bán căn nhà sân vườn 170m2 đường Lam Sơn, P2, Tân Bình, giá chỉ 16.9 tỷ","16,9 tỷ","Đường Lam Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh",170 m²,3 phòng,N/A,N/A,N/A,27/03/2026
"HÀNG NGON-Ô TÔ 7 CHỔ VÀO NHÀ-43M2 (4x11)-3 TẦNG, 4 PN, 3 WC-TẶNG NỘI THẤT-NGUYỄN VĂN KHỐI-6.x TỎI","6,75 tỷ","Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Hồ Chí Minh",43 m²,4 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
Nhà xây mới 3 tấm - hẻm 6m - nhỉnh 5tỷ - gần chợ Minh Phát / Picity - tiện ích rất nhiều,"5,48 tỷ","Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"TT QUẬN 8 DƯƠNG BÁ TRẠC P1 Q8 -
SIÊU PHẨM NHÀ PHỐ 4 TẦNG NỘI THẤT CAO CẤP SÁT QUẬN 1",18 tỷ,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",96 m²,7 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"Nhà đẹp 5 tầng, Dương Quảng Hàm, Gò Vấp, 4x16m, đường rộng 10m có vỉa hè giá 14.2 tỷ, TL0984 328 ***","14,2 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",62 m²,4 phòng,N/A,5 tầng,Sổ hồng,23/03/2026
"SIÊU VỊ TRÍ! HXH Phan Xích Long, PN. DT 4.9x15m - 73.5m2, 3 tầng bề thế chỉ 16 tỷ TL0966 547 ***",16 tỷ,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh","73,5 m²",N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
BÁN NHÀ HẺM 78 HÀN HẢI NGUYÊN. P8.Q11. GIÁ 8.2 TỶ,"8,2 tỷ","Hẻm 78, Đường Hàn Hải Nguyên, Phường 8, Quận 11, Hồ Chí Minh",33 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
"Hiếm! Bán nhà cấp 4 nát hẻm oto, gần chung cư An Phú Đông giá chỉ 3.5 tỷ","3,5 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh","41,7 m²",1 phòng,1 phòng,1 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
Nhà có bề ngang 6m hẻm 8m cực hiếm với giá tiền chỉ 7.5 tỷ còn bớt,"7,5 tỷ","Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",71 m²,2 phòng,1 phòng,N/A,Sổ đỏ/ Sổ hồng,17/03/2026
"HUỲNH TẤN PHÁT Q7, NHÀ ĐẸP 3 TẦNG, XE HƠI NGỦ TRONG NHÀ, DT 5Mx13M, ĐƯỜNG NHỰA 7M, CHỈ 9.5 TỎI TL","9,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",65 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Bán nhanh căn nhà đường Vườn Lài, Quận 12, 60m2, bán gấp sổ sẳn, đường oto",Thỏa thuận,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",60 m²,4 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Cần bán gấp nhà Lê Quang Sung, P2, Q6, gần chợ Minh Phụng. 87m2, đang cho thuê 25tr",Thỏa thuận,"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",87 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Bán nhà riêng 10 tỷ, 57m2 tại hẻm xe hơi Đường Lê Văn Sỹ, P12, Q3, HCM",10 tỷ,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",57 m²,5 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Bán nhà Xuân Thuỷ, 10x24,4m, 1 hầm, 4 tầng, nhà đẹp, 85 tỷ",85 tỷ,"Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",245 m²,5 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
"BÁN NHÀ 42M TRỆT LẦU HẺM 3M ĐƯỜNG BÙI MINH TRỰC Q8.DỌN VÀO Ở NGAY CHỈ 7,5 TỶ","7,5 tỷ","Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",42 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
10T- VIP KHU PHÂN LÔ ĐỒNG BỘ- NGANG 4.5X 14- 4 TẦNG - ĐI BỘ RA TRƯỜNG TIỂU HỌC LÊ ĐỨC THỌ,10 tỷ,"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Hồ Chí Minh",65 m²,1 phòng,N/A,4 tầng,N/A,30/03/2026
Bán nhà hẻm xe hơi Tô Hiệu 3PN gần mặt tiền ở ngay vị trí: Hẻm xe hơi thẳng đẹp,"5,6 tỷ","Đường Tô Hiệu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh","47,8 m²",3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Chỉ 5,15 tỷ mặt tiền Gò Xoài nhà mới ở ngay - DT: (4 x 12)m - 2PN 2WC. Kinh doanh đỉnh","5,15 tỷ","Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",49 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
NHÀ TÂN HOÀ ĐÔNG - QUẬN 6 - 50M2 - NGANG GẦN 5M - 2 TẦNG - GẦN HẺM XE HƠI - CHỈ 5.X TỶ,"5,5 tỷ","Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",50 m²,N/A,N/A,2 tầng,N/A,24/03/2026
CỰC PHẨM 3 TẦNG ĐƯỜNG SỐ - 51m2 (4.2 x 13) - FULL NT - GIÁ NHỈNH 4 TỶ TL,"4,7 tỷ","Phường 3, Quận 4, Hồ Chí Minh",51 m²,4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"Nhà đẹp ở ngay - 5 x 16m nhà 4 tầng có thang máy HXH đường 3/2, Q10. Giá 16,9 tỷ TL","16,9 tỷ","Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh","80,1 m²",N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,18/03/2026
NHÀ CỰC RẺ- CỰC SỐC- 103m2 - XE HƠI NGỦ TRONG NHÀ- NGUYỄN ẢNH THỦ- Q12,"8,5 tỷ","Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",103 m²,4 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"Nhà Tân Hòa Đông giáp Quận 6. DT lớn: 5mx25m, có sẵn dòng tiền hằng tháng, đầu tư giữ tiền tốt","6,8 tỷ","Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",125 m²,5 phòng,5 phòng,2 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"HOT NHÀ TRUNG TÂM PHỔ QUANG QUẬN PHÚ NHUẬN | HXT | SỔ HỒNG RIÊNG GIÁ CHỈ 6,5 tỷ CHỐT LIỀN TAY","6,5 tỷ","Đường Phổ Quang, Phường 10, Quận Phú Nhuận, Hồ Chí Minh",40 m²,3 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Bán Nhà Tô Hiệu + Hòa Bình , ( 2 Tầng - 40m2 ) Giáp Quận 11 - Q. Tân Phú -0978 032 ***","5,3 tỷ","Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",40 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
80m2 bán nhà cấp 4 gần chung cư Ricca Gò Cát Quận 9 TP. HCM 4x20m sổ hồng ôtô đậu trong nhà,"4,2 tỷ","Phường Phú Hữu, Quận 9, Hồ Chí Minh",80 m²,2 phòng,1 phòng,1 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
Duy nhất 1 căn - đường Xuân Thuỷ - Thảo Điền - Q2 - 162m2 gần BV Vinmec - Thuê 28tr/th,Thỏa thuận,"Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",162 m²,5 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Tuyệt tác! Siêu Đẹp Phong cách Châu âu-HXH Võ Thị Sáu,Q.1-4,2x27m(110m2)-4Tchỉ 30 tỷ TL,0903 155 ***",30 tỷ,"Đường Võ Thị Sáu, Phường Đa Kao, Quận 1, Hồ Chí Minh",110 m²,6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
KHÔNG TÌM ĐÂU NHÀ 44M2 5 TẦNG CMT8 TÔ HIẾN THÀNH Q10 - 6PN 10M RA HXH - CHỈ 8.2 TỶ.,"8,2 tỷ","Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44 m²,6 phòng,7 phòng,5 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
TT QUẬN 8 - HÀNG HIẾM - 48M HẺM 4M THÔNG NHỈNH 8 TỶ Phạm Thế Hiển P. Chánh Hưng Q8,"8,2 tỷ","Đường Phạm Thế Hiển, Phường 2, Quận 8, Hồ Chí Minh",48 m²,3 phòng,3 phòng,3 tầng,Sổ hồng,27/03/2026
"Cô Sáu bán nhà 81m2 chính chủ giá 3tỷ250 (còn giảm), đường Tô Hiến Thành - Quận 10, gần chợ Chí Hoà","3,25 tỷ","Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",81 m²,3 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
NHÀ ĐẸP - DƯƠNG BÁ TRẠC - TRUNG TÂM SẦM UẤT LÔ GÓC THOÁNG MÁT - 54M2 - 4.1 X 14M CHỈ 6.3TỈ,"6,3 tỷ","Đường Dương Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh",54 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,16/03/2026
"Bán Nhà Riêng Hàng Hiếm Tại An Phú New City, 280 triệu / m2, 150 m2",280 triệu/m²,"An Phú New City, Đường Nguyễn Hoàng, Phường An Phú, Quận 2, Hồ Chí Minh",150 m²,N/A,N/A,3 tầng,Sổ đỏ/ Sổ hồng,22/03/2026
Nhà 1 trệt lửng 4.1x12.5m SHR không quy hoạch giá 4.15tỷ (TL),"4,15 tỷ","Phường Tân Hưng, Quận 7, Hồ Chí Minh",51 m²,2 phòng,1 phòng,2 tầng,Sổ đỏ/ Sổ hồng,28/03/2026
"LÊ VĂN LƯƠNG QUẬN 7, NHÀ MỚI 2 TẦNG FULL NỘI THẤT, DT 4M x 15M, 61M2, HẺM 4M, 1 SẸC, CHỈ 6.3 TỶ TL","6,3 tỷ","Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",61 m²,2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Hiếm! Bán nhà hẻm oto An Dương Vương - 4x17 không QH LG - oto vào nhà - vô ở ngay được chỉ 5.45T TL,"5,45 tỷ","Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",68 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng.,24/03/2026
Nhà Đẹp Bán Đường Số 14 50M2 Ngang 4.0 1 Trệt 3 Lầu Chỉ Nhỉnh 6 tỷ P.8 Gò Vấp( P.Thông Tây Hội Mới,"6,6 tỷ","Đường Số 14, Phường 8, Quận Gò Vấp, Hồ Chí Minh",50 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,27/03/2026
"Bán nhà bờ kè Hoàng Việt, P. 4 Tân Bình 49m² SHR. Gía 1 tỷ690 Sẵn HĐ thuê 12tr/tháng","1,69 tỷ","Đường Hoàng Việt, Phường 4, Quận Tân Bình, Hồ Chí Minh",49 m²,N/A,N/A,2 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
Nhà Vuông Vức 6 Tầng có thang máy 6x15 11 Phòng gần Nguyễn Thị Minh Khai - Phạm Viết Chánh Quận 1,"29,5 tỷ","Đường Phạm Viết Chánh, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",90 m²,10 phòng,8 phòng,6 tầng,Sổ đỏ/ Sổ hồng,22/03/2026
"Cần bán gấp nhà Nguyễn Thái Bình, Q. Tân Bình, DT 4.3x30m, HĐT cao 25tr/m2 khu VIP giá rẻ 16 tỷ TL",16 tỷ,"268, Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Hồ Chí Minh",127 m²,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,30/03/2026
Nhà phố hiện đại hẻm 751 TXS - đón đầu Cầu Nguyễn Khoái,"6,2 tỷ","Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh","29,7 m²",3 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
"Bán nhà riêng, Trần Văn Đang, Quận 3, DT lớn 80m2, 2 tầng, nhỉnh 9 tỷ","9,9 tỷ","Đường Trần Văn Đang, Phường 4, Quận 3, Hồ Chí Minh",80 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,26/03/2026
"Nhà 4 tầng, 86m2, hẻm 5m, trung tâm Q7, chỉ 7 tỷ","7,6 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",86 m²,5 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán nhà riêng tại An Lạc, 5,1 tỷ, 50m2, giá tốt","5,1 tỷ","Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",50 m²,2 phòng,N/A,1 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
"Nhà hẻm xe hơi đường Trần Hưng Đạo Q5-DT: 6x16m 3 tầng-giá rẻ nhất khu-chỉ 14,6 tỷ-LH0789 162 ***","14,6 tỷ","Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh",96 m²,4 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
NHÀ 1 SẸC BÌNH THẠNH - XÔ VIẾT NGHỆ TĨNH - 106m2 - ĐƯỜNG XE TẢI THÔNG NHỈNH 13 TỶ,"13,5 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",106 m²,3 phòng,N/A,N/A,Sổ đỏ/ Sổ hồng,23/03/2026
"Bán nhà quận 8 cao lỗ 2 tầng, gần 40m2, . HXH","4,5 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",40 m²,2 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,24/03/2026
"Nhà cấp 4 tiện xây biệt thự 8x22.5m, đường 34 KDC Bình Phú 1",24 tỷ,"Đường 34, Phường 10, Quận 6, Hồ Chí Minh",172 m²,1 phòng,1 phòng,N/A,Sổ đỏ/ Sổ hồng,29/03/2026
"Bán nhà riêng chính chủ tại Nguyễn Đình Chiểu, P 4, Q3, giá 7,34 tỷ, 27,7m2","7,34 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh","27,7 m²",4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"Siêu phẩm 4m x 21m, 4 tầng có thang máy hẻm nhựa 8m thông Lê Thị Riêng","7,79 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",68 m²,4 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,20/03/2026
"Bán gấp siêu phẩm 5 tầng HXH Cao Thắng - Q3 - khu bàn cờ - sát MT - hợp cty, ở. Chỉ 8.5 tỷ. TL chủ","8,5 tỷ","Đường Cao Thắng, Phường 3, Quận 3, Hồ Chí Minh",33 m²,3 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Nhà 4 Tầng 4x16m Sổ Vuông Vức, Hẻm Xe Hơi 8m Thông, View Công Viên, Quang Trung phường 8 Gò Vấp","9,5 tỷ","Đường Số 21, Phường 8, Quận Gò Vấp, Hồ Chí Minh",64 m²,5 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
"Bán nhà hẻm xe hơi, Quận 3, gần Cách Mạng Tháng 8, DT khủng 84m2, 3 tầng, nhỉnh 9 tỷ","9,9 tỷ","Đường Cách Mạng Tháng Tám, Phường 4, Quận 3, Hồ Chí Minh",84 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,23/03/2026
"Bán nhanh nhà Nguyễn Trãi, P14, Q5. Chỉ 5 tỷ 200. Xây 1 trệt 1 lầu. Gần chợ Phùng Hưng. Sổ riêng","5,2 tỷ","Đường Nguyễn Trãi, Phường 14, Quận 5, Hồ Chí Minh","62,05 m²",3 phòng,3 phòng,2 tầng,Sổ riêng,30/03/2026
BÁN NHÀ TÂN PHÚ - HẺM XE HƠI - 4.6X16M - NGUYỄN CỬU ĐÀM - TÂN SƠN NHÌ,"6,75 tỷ","Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",74 m²,N/A,N/A,N/A,N/A,19/03/2026
Bán nhà 3 lầu hẻm xe hơi đường Tô Hiến Thành P13 Q10. DT 4x20m giá 14 tỷ,14 tỷ,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",80 m²,N/A,N/A,4 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
"Nhà 2 tầng, HXH - gần MT Nguyễn Thị Thập - gần BV FV - Phú Mỹ Hưng - 4 x 14m","5,4 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",54 m²,3 phòng,N/A,2 tầng,Sổ đỏ/ Sổ hồng,17/03/2026
"Giảm sốc 1tỷ - Nhà căn góc 2 mặt tiền hẻm oto 5m, Hoàng Hoa Thám, Phú Nhuận, 44m2, 5 tầng, 10.95 tỷ","10,95 tỷ","Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",44 m²,8 phòng,8 phòng,5 tầng,Sổ đỏ/ Sổ hồng,19/03/2026
Nhà Hiếm P.Tân Sơn Nhì-Bình Long-3Tầng-4.1x12-4.xTỷ-Nhà Kiên Cố-Hẻm 3 Gác-Đầy Đủ Tiện Ích Xung Quah,"4,45 tỷ","Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",45 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,29/03/2026
(2.99 tỷ) Nhà 2 tầng - 26m2 - ngang 3.9m nở hậu tài lộc - ngay sau uỷ ban quận 9- gần khu Biệt thự,"2,99 tỷ","Phường Phước Long B, Quận 9, Hồ Chí Minh",26 m²,2 phòng,1 phòng,2 tầng,Sổ đỏ/ Sổ hồng,16/03/2026
Phạm Văn Chiêu 50 2 4.2 12 4.95 tỷ Phường 14 Gò Vấp,"4,95 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh",50 m²,N/A,N/A,2 tầng,N/A,30/03/2026
"Bán nhà hẻm xe hơi Lê Thị Riêng, gần Trần Hưng Đạo Quận 1 - DT 61,65m², 5PN, 4WC, ở ngay, giá 23 tỷ",23 tỷ,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh","61,65 m²",5 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,25/03/2026
"Bán gấp nhà đẹp, đường An Dương Vương - Q. 5. 61,1m2, đang cho thuê 20 triệu. Gần chợ Bàu Sen",Thỏa thuận,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh","61,1 m²",3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,22/03/2026
"Xây kinh doanh CCDV đỉnh Phường 17, Gò Vấp giá cực tốt 9 tỷ cho AC đầu tư",9 tỷ,"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Hồ Chí Minh","107,1 m²",N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,30/03/2026
HXH ngay Emart Phan Huy Ích - nhà đẹp 2 tầng - ở ngay - chốt nhanh 5.2 tỷ (TL),"5,2 tỷ","Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh",56 m²,2 phòng,2 phòng,2 tầng,Sổ hồng,30/03/2026
Bán nhà hẻm xe hơi nhựa 7m đường Lê Văn Sỹ phường 13 quận 3. DT 4x19m - 3 tầng - giá 19 tỷ,19 tỷ,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",79 m²,3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,21/03/2026
Nhà đẹp Bình Tân 4tỷ lớn full nội thất hẻm 6m thông 3tầng 35m2 vào ở ngay,"4,35 tỷ","Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",35 m²,3 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,30/03/2026
